names,scores,logfoldchanges,pvals,pvals_adj
NLRX1,5.093476,0.40374166,3.515578055173689e-07,1.3404086490192463e-06
AC007681.1,5.0924835,0.37957305,3.534036841150066e-07,1.347294045089038e-06
AC110769.2,5.0884767,0.97111714,3.609509078641264e-07,1.3749772086269514e-06
LINC02576,5.0883727,1.2506157,3.6114922243503317e-07,1.3755770790519947e-06
AC008496.2,5.0879116,1.5500592,3.6202787674060023e-07,1.3787678589299974e-06
KCNH8,5.0873604,0.51011425,3.630815799522928e-07,1.3826245083044798e-06
MEF2C-AS2,5.085082,1.1863136,3.674671887629587e-07,1.3988505709667692e-06
PSRC1,5.08416,1.1657721,3.692568127377591e-07,1.405504347003413e-06
B3GNT5,5.0800614,0.34665015,3.7731259973936986e-07,1.435842614893397e-06
CACHD1,5.0779014,0.076855145,3.816268157587477e-07,1.4520960696324154e-06
PIK3CD,5.0773497,0.34968752,3.8273628824733037e-07,1.456153130096756e-06
CLDN12,5.0753293,0.24742521,3.868250769127717e-07,1.4713768764060957e-06
AC019127.1,5.0682073,1.0621873,4.0157966643809595e-07,1.5264649954822195e-06
MLPH,5.0660133,0.13188693,4.0623351336372187e-07,1.5438065211685526e-06
ZNF429,5.0566654,0.14542413,4.266502825058196e-07,1.620482049544544e-06
POLR3E,5.0552936,0.22782142,4.2972884220560195e-07,1.631622913219376e-06
CNOT10,5.054011,0.09820348,4.326271296787687e-07,1.642257069969603e-06
PPP3CB,5.0506306,0.07338707,4.403535365672258e-07,1.6712098950599771e-06
CUL3,5.0472608,0.05468454,4.481898668009842e-07,1.7001837023978768e-06
SPHK1,5.046904,1.1742277,4.490260983829962e-07,1.702972305566499e-06
ANKRD37,5.046427,0.8344896,4.5014942320948746e-07,1.7070404044744377e-06
LINC01387,5.0453486,1.4647802,4.5269475256709e-07,1.7163062422292577e-06
SARNP,5.044022,0.0702082,4.5584628246956453e-07,1.7280601560089897e-06
AC068189.2,5.0381584,2.0021722,4.7003235820357813e-07,1.7814369178589983e-06
NDUFA12,5.0377555,0.2307899,4.710231809547784e-07,1.7849913119845686e-06
DNAJC19,5.035284,0.30861315,4.771406595980595e-07,1.8075640194108469e-06
CHTOP,5.0344834,0.1608236,4.791388870555828e-07,1.8147257386490654e-06
AC092718.2,5.0319257,1.5648235,4.855777592850039e-07,1.8386992791722879e-06
KMT5A,5.0306325,0.2454919,4.888639052001106e-07,1.8507265432112089e-06
ZNF420,5.029865,0.25200084,4.90826186258212e-07,1.8579464605022586e-06
MIR548A1HG,5.0290093,1.0844098,4.930198349833546e-07,1.8658307957201514e-06
ZNF414,5.0257096,0.4194004,5.015746727970584e-07,1.8973537880896812e-06
PROSER3,5.0256295,0.36352044,5.017840253632124e-07,1.897932570722484e-06
ARHGEF19,5.0228066,0.4192313,5.092182246110447e-07,1.9258351944025607e-06
GMNC,5.022571,1.418466,5.098433175835912e-07,1.927982780156115e-06
AC010547.3,5.0211244,1.9047384,5.136984888509099e-07,1.941907126989489e-06
ZNF7,5.0196595,0.26307976,5.176309982443957e-07,1.9565533927581342e-06
STAM-AS1,5.0193706,0.81918395,5.184108561149314e-07,1.959281245025036e-06
DAP3,5.0187497,0.09411394,5.200886826856226e-07,1.9654018860335625e-06
ZCCHC7,5.015528,0.059131578,5.288795011564903e-07,1.998173792254953e-06
SLCO2B1,5.0102754,0.6963305,5.435225740560373e-07,2.052806384767375e-06
SPIN2B,5.00989,0.7380548,5.446117600732493e-07,2.056689461014372e-06
AC027288.1,5.009753,1.5276937,5.449990394498332e-07,2.057921260846332e-06
ABHD12,5.0081115,0.18085691,5.496671528697955e-07,2.0748502793859078e-06
SENP2,5.007555,0.15059486,5.51258583025039e-07,2.080158144011804e-06
SEC61B,5.0066338,0.06342798,5.539011216284071e-07,2.0898955504299326e-06
AL021328.1,5.0060067,1.1842394,5.557080559581782e-07,2.096478353582365e-06
AGAP4,5.0057526,0.3985783,5.564417067575172e-07,2.098918817114533e-06
ZSCAN18,5.0056696,0.22333707,5.566816715331161e-07,2.0994459814778206e-06
RASGRP2,5.0056267,0.7582517,5.568063930759911e-07,2.0996812507372964e-06
SNAP47,5.005059,0.29357186,5.58449641684342e-07,2.1056420946168143e-06
DHRS4L2,5.001291,0.4213295,5.694768605109461e-07,2.1462593281559455e-06
WDR20,5.001079,0.081429094,5.701029557708774e-07,2.1483785809213125e-06
CLEC12A,4.998292,1.1400595,5.784035224979022e-07,2.1791708551201725e-06
PHTF1,4.9976425,0.16852342,5.803550906680321e-07,2.186278958045035e-06
AP000866.2,4.9962287,1.2346922,5.846238889344801e-07,2.201867586614241e-06
HEATR5B,4.994875,0.09906151,5.887393463614859e-07,2.2168718461875425e-06
PIDD1,4.9898896,0.4357646,6.041385267621762e-07,2.2738399662983145e-06
NKPD1,4.989224,2.141794,6.062232567171195e-07,2.2814314785191083e-06
AC025287.4,4.988766,1.1597573,6.076613565275552e-07,2.28658806955213e-06
AL132780.2,4.9855213,0.56092364,6.179498639656655e-07,2.3247835717738798e-06
VWA3A,4.9792795,0.30206242,6.382141033646391e-07,2.399947240094649e-06
MDH2,4.9790764,0.24456225,6.388835211232745e-07,2.4021963338327894e-06
APOBEC2,4.9789653,1.5750729,6.392511836135481e-07,2.4033104550141233e-06
PIK3C2A,4.9772635,0.055317268,6.448957930665506e-07,2.423720163140767e-06
DIP2A,4.973463,0.085867286,6.576737738557019e-07,2.470916681651729e-06
WEE1,4.968168,0.19572763,6.75884335951098e-07,2.5384853036914458e-06
TBL1XR1-AS1,4.967795,1.5373822,6.771850539600641e-07,2.5430869648213712e-06
FZD5,4.9676633,0.82388544,6.776447851863242e-07,2.5445297273852584e-06
ZFP14,4.9631467,0.178051,6.936021037978867e-07,2.602997889707011e-06
ABCC3,4.960458,0.17036839,7.032716308218169e-07,2.638698347926973e-06
SFI1,4.9597216,0.18273461,7.059436875578581e-07,2.648428969071483e-06
CDCA5,4.956577,0.74688435,7.174592469494664e-07,2.690731806675418e-06
RBL2,4.954789,0.082260996,7.240879782176993e-07,2.7152896105910205e-06
ZNF600,4.953571,0.24705082,7.286379513042492e-07,2.731439451956563e-06
SNX5,4.9520845,0.14095259,7.342268557310159e-07,2.7517780076479446e-06
GPR160,4.9515834,0.2557779,7.361204608157576e-07,2.7585680197147695e-06
CFL2,4.951469,0.36832595,7.365545761895326e-07,2.759887777863593e-06
AC108159.1,4.95031,1.1105283,7.409530260328391e-07,2.7760600470342697e-06
AP005210.2,4.9486227,1.6167313,7.474049526732708e-07,2.7999214343166617e-06
AC048380.1,4.9477773,1.4121295,7.506580019789861e-07,2.81179524273312e-06
ARHGAP30,4.9475093,0.6395777,7.516918242102361e-07,2.8153546117034553e-06
FAM27C,4.9458175,0.5867408,7.582498099433582e-07,2.8392851693732285e-06
GRPEL2-AS1,4.9436517,1.7196218,7.667260117928166e-07,2.8707053722994277e-06
C1QTNF6,4.9421787,0.32706487,7.725429635193117e-07,2.8918417534182544e-06
CEP85,4.9419246,0.39185613,7.735518884448377e-07,2.8952966670295614e-06
PDE4B,4.9393587,0.3304351,7.837992461962377e-07,2.9326734292803463e-06
KIF26B-AS1,4.936011,0.4247322,7.97365810631469e-07,2.9824403368894102e-06
AP000962.1,4.93456,1.1179657,8.033167012301749e-07,3.0040316565820747e-06
AP001462.1,4.934106,0.76163626,8.05188267938751e-07,3.010696185691942e-06
SH3BP5,4.9326673,0.19858661,8.111421134769126e-07,3.0319485813038918e-06
MAOB,4.929612,0.1103475,8.239302041824069e-07,3.0790654762312027e-06
CARD14,4.9258537,0.8938171,8.399272083315846e-07,3.137802598827023e-06
FAAH2,4.9252815,0.04634664,8.423897303865309e-07,3.1463041582256745e-06
ERO1B,4.923294,0.27161816,8.509937097924851e-07,3.177735048029987e-06
CSRP2,4.919328,0.2614389,8.684167862684576e-07,3.242076501340522e-06
AL445231.1,4.9173603,1.0252622,8.771895692112886e-07,3.274465152407694e-06
COL4A6,4.915437,0.5961252,8.85844736699471e-07,3.3056749857646338e-06
LINC01229,4.914836,0.7335219,8.885677910532198e-07,3.315469185582646e-06
AC092343.1,4.9143906,1.7842112,8.905902562412622e-07,3.322647431404319e-06
AC022960.1,4.9136157,1.132324,8.941192879728517e-07,3.3354442194596957e-06
GEMIN8,4.9125657,0.22891477,8.989228352454346e-07,3.352992130314145e-06
CPNE4,4.911429,1.1146711,9.041508931832357e-07,3.3717460567092275e-06
SUMF2,4.911186,0.120412834,9.052713969595815e-07,3.3755508903346207e-06
TFPI2,4.911004,0.27546272,9.061111045853565e-07,3.3783079726194352e-06
SNHG6,4.9073863,0.1796048,9.229816836398929e-07,3.439684561668386e-06
TTC4,4.906091,0.2587914,9.290928050852111e-07,3.46207587795996e-06
AL158011.1,4.9042625,1.7660892,9.377901788062763e-07,3.493711846317111e-06
AC112719.2,4.903167,1.4655492,9.430385444031972e-07,3.5128759403437834e-06
HNF1A-AS1,4.900444,0.07061625,9.562031407874444e-07,3.560733464676916e-06
TCERG1,4.8980856,0.061462075,9.677481887575915e-07,3.602928539154769e-06
PSPC1,4.894919,0.05435233,9.834625969126492e-07,3.659815179451094e-06
PCED1A,4.8943043,0.1495406,9.865406651690958e-07,3.670864194015188e-06
SKA2,4.8929205,0.17064025,9.935065434965314e-07,3.695967240783098e-06
SNHG10,4.891707,0.39164254,9.9965186543348e-07,3.7175967904969053e-06
ZNF28,4.890925,0.34830862,1.0036316304230402e-06,3.7319850492281787e-06
RNASEH2B,4.8833423,0.11855851,1.0430265149958688e-06,3.876762202393606e-06
EXOSC5,4.8801804,0.6246021,1.0598897835645006e-06,3.938136535026973e-06
AC004381.1,4.8791895,0.9784019,1.0652263587288275e-06,3.957092115882251e-06
AC016994.1,4.8770447,1.5720096,1.076871704504975e-06,3.999028969254308e-06
HIKESHI,4.875603,0.16408019,1.0847636946112429e-06,4.027709861455324e-06
USP53,4.8755903,0.03498951,1.0848341506775933e-06,4.027709861455324e-06
FGF14,4.875076,0.12448227,1.0876670770363691e-06,4.037782705691501e-06
HUNK,4.874704,0.30691588,1.0897178870466913e-06,4.044950173187862e-06
MEIOC,4.8723593,1.0500114,1.102734981395491e-06,4.092817591555144e-06
AC073050.1,4.8712006,0.30456907,1.1092229636731903e-06,4.115537327874025e-06
CNOT10-AS1,4.8710785,1.3434323,1.109906457900152e-06,4.11761970646469e-06
AL731566.2,4.870924,1.3260382,1.110774843109503e-06,4.120387474186595e-06
SHLD2,4.8705015,0.07172351,1.1131526648615939e-06,4.12875322738335e-06
SLC35A5,4.870231,0.2983566,1.1146785302011171e-06,4.133502395049436e-06
PATL1,4.8699994,0.20810111,1.1159853921015393e-06,4.137892996121097e-06
HINFP,4.869918,0.3062897,1.1164474663517616e-06,4.139150639698408e-06
PRKAG2-AS1,4.869146,0.90874445,1.120816250239256e-06,4.154890264204119e-06
AC126182.3,4.8684254,1.2294825,1.1249106896861678e-06,4.169150731735201e-06
SMARCD1,4.8670993,0.21003917,1.1324811518738628e-06,4.195823359082108e-06
PHF1,4.866187,0.28603432,1.1377186263940441e-06,4.21476449342325e-06
RFC2,4.86599,0.3888179,1.138851448354243e-06,4.2180332618724e-06
NPR3,4.8656917,0.5391843,1.140572856378911e-06,4.2239444693297946e-06
C16orf91,4.864501,0.6778378,1.1474580291593831e-06,4.248508446536918e-06
C9orf24,4.863897,0.5798954,1.1509684730522106e-06,4.261037602697797e-06
GPR108,4.863517,0.28166288,1.1531836385079785e-06,4.2687692397214785e-06
FAM186B,4.8629165,1.2435775,1.1566880035197622e-06,4.281270915884904e-06
RANGRF,4.860545,0.42386183,1.1706282790654569e-06,4.33191624867971e-06
ZSWIM4,4.858947,0.40562442,1.1801173079129138e-06,4.366550715711608e-06
APOC1,4.8586826,0.426866,1.1816925741564017e-06,4.371720941015473e-06
LYPLAL1-AS1,4.8586693,0.25034425,1.1817742167313665e-06,4.371720941015473e-06
AL117190.2,4.8578916,1.2153846,1.1864224972992533e-06,4.3884342800388145e-06
BPNT1,4.855846,0.32524782,1.1987383216148627e-06,4.433015387421147e-06
AL442071.1,4.8549004,1.1770685,1.2044714607764945e-06,4.453239049601963e-06
SCRN2,4.85471,0.35594055,1.205629747509766e-06,4.457032285767087e-06
WDR75,4.854502,0.14791279,1.2068963030687995e-06,4.461224899030213e-06
MMP10,4.85394,0.80434793,1.2103244451410769e-06,4.472949616032401e-06
AC112254.1,4.8539386,1.6770287,1.2103337925455526e-06,4.472949616032401e-06
SLC51A,4.8535423,0.6330491,1.2127530128083213e-06,4.481398461591868e-06
VAV1,4.849438,0.579331,1.2381169272957116e-06,4.573117046296102e-06
ZFAND1,4.841953,0.22161809,1.285692696543015e-06,4.746761087905495e-06
CARS-AS1,4.8363485,1.1040773,1.3224592362899586e-06,4.880897654691912e-06
WDR31,4.8344345,0.29091018,1.3352452503816294e-06,4.925928863456083e-06
PHIP,4.832343,0.040517572,1.349355397072331e-06,4.975803425026303e-06
DPH5,4.8321757,0.23177992,1.3504909543360949e-06,4.979445684066595e-06
NDUFB3,4.8319106,0.25449377,1.3522902582343007e-06,4.984988560561204e-06
AL445465.1,4.831102,1.6962959,1.3577953225687097e-06,5.004734302337413e-06
TMA16,4.8309865,0.16239715,1.358583797438739e-06,5.007092621220221e-06
ADSS,4.8258495,0.13877071,1.3940786968551966e-06,5.135662109534806e-06
PACSIN1,4.823191,0.7360225,1.4127933179349603e-06,5.2034668709333335e-06
SLC12A9,4.821185,0.21321602,1.4270791358827615e-06,5.2549337984916555e-06
ADAM9,4.8207006,0.16315609,1.4305489011100412e-06,5.267134683776607e-06
AC011853.2,4.8197546,2.2666287,1.4373508005442458e-06,5.291600138149665e-06
WBP2NL,4.819305,0.28083676,1.4405917405701359e-06,5.302952022500909e-06
ANKRA2,4.813588,0.20991127,1.4824418117329433e-06,5.455217426285261e-06
BCKDHB,4.812601,0.06810837,1.4897839441002983e-06,5.481636749528758e-06
AC005154.4,4.8113375,1.2295718,1.4992354296239832e-06,5.5152083596106376e-06
ZNF675,4.810233,0.21253179,1.507544810802174e-06,5.5439594188709275e-06
FAM151A,4.809684,1.2140034,1.5116922124947718e-06,5.558604487035906e-06
SYTL1,4.8072534,0.40964577,1.530179063210679e-06,5.625353766324175e-06
FBXO11,4.8054857,0.0446691,1.543764120091386e-06,5.674057517778051e-06
LINC01416,4.8041377,1.5263612,1.5541983333054078e-06,5.711784862235979e-06
GIHCG,4.803888,0.5165467,1.5561388473467092e-06,5.718292456505767e-06
AC000061.1,4.801983,1.308726,1.5710216211216905e-06,5.77172232140279e-06
FRA10AC1,4.801553,0.113146424,1.574400601034002e-06,5.783505403427556e-06
AL355474.1,4.796178,3.0369751,1.6172155601138997e-06,5.938194101794e-06
DMC1,4.795904,0.8839746,1.6194287531108177e-06,5.945672472452427e-06
MKNK1-AS1,4.7940745,1.5308787,1.6342751041400762e-06,5.998872499743466e-06
MED31,4.7933507,0.3143103,1.6401869724104725e-06,6.019099158585699e-06
SOS1,4.793334,0.04429678,1.6403215716601785e-06,6.019099158585699e-06
HLA-DOB,4.7922206,1.8347702,1.6494520633036703e-06,6.051284652673371e-06
AC012066.2,4.791146,1.9892077,1.6583150317449569e-06,6.08181259791307e-06
C6orf52,4.7905083,0.9235562,1.663594794170539e-06,6.100511688323581e-06
LCOR,4.7904725,0.052851822,1.6638907032496248e-06,6.100932578581958e-06
STOX2,4.7901583,0.1492336,1.666499745995644e-06,6.109833944119438e-06
CNDP2,4.7871575,0.1166248,1.69160185532695e-06,6.199840445171092e-06
AL355388.3,4.7844205,0.9355001,1.7148116038235233e-06,6.284222004132729e-06
AC007405.1,4.7842274,0.32631475,1.716462125568086e-06,6.289586304763302e-06
GCC2,4.782606,0.04760802,1.730367967042246e-06,6.339851394095172e-06
FBXO9,4.780955,0.11110353,1.7446452489448344e-06,6.390771209892324e-06
AC064852.1,4.7807164,1.7905833,1.7467165245939812e-06,6.397662677400443e-06
SRGAP2B,4.7806063,0.21576603,1.7476744464806017e-06,6.400475231745093e-06
AF127577.3,4.7759247,2.1589372,1.788833946285928e-06,6.5497885616700326e-06
LINC02432,4.7738824,0.67217356,1.8070806211720268e-06,6.615879291556109e-06
RAI1-AS1,4.7737436,1.1627226,1.8083264378126457e-06,6.61972079973976e-06
AP001160.1,4.772751,0.6331238,1.817267170929259e-06,6.6517271083720176e-06
AC019117.2,4.7725644,-0.10532394,1.8189509814726993e-06,6.657166897529442e-06
AC092153.1,4.7721496,3.5093546,1.8226989214567847e-06,6.670159177803936e-06
GJA9,4.7716565,0.951943,1.8271711745581243e-06,6.685798968111542e-06
NELL1,4.77081,0.96983755,1.8348656733286002e-06,6.713224593640442e-06
CHAF1B,4.7699223,0.69567066,1.8429711375718199e-06,6.742147698022596e-06
ERLEC1,4.768931,0.12733921,1.8520596729969242e-06,6.774660502376455e-06
LIN7B,4.768812,0.5146284,1.8531531164023755e-06,6.777924124950028e-06
ATP2A1,4.766377,0.6591644,1.8756822897764695e-06,6.859579900570145e-06
AC022784.1,4.765529,1.0392836,1.8835881527861148e-06,6.8877446707352e-06
AC135893.1,4.764537,1.6437167,1.8928807140251817e-06,6.9202223173554944e-06
AC026254.2,4.7594147,0.99452835,1.9415507057702155e-06,7.095845363688412e-06
SFMBT1,4.7585692,0.17604253,1.949698150753078e-06,7.124848987052747e-06
RNF145,4.755117,0.100035444,1.983317206588794e-06,7.2461319180305626e-06
TTC9C,4.7521405,0.21234459,2.0127462426655596e-06,7.35125991601186e-06
PGGHG,4.7520847,0.24583702,2.013300736928592e-06,7.3524878479051114e-06
AC097634.3,4.7519875,0.6334924,2.014269071731379e-06,7.3544293630413345e-06
PSMG3,4.7515798,0.36871806,2.018334088428579e-06,7.366875679069289e-06
AF131216.1,4.7509727,1.884987,2.0244042438294107e-06,7.387430524448777e-06
SMCHD1,4.7491293,0.040292297,2.0429413886456095e-06,7.454268427295139e-06
LIMD1,4.748395,0.12584403,2.0503738783261426e-06,7.479767461256486e-06
ZNF609,4.747087,0.047190692,2.063671102935123e-06,7.526645380515518e-06
KANSL2,4.745189,0.2118064,2.0831155466238002e-06,7.595096107532241e-06
PRMT2,4.74402,0.06918986,2.0951825550250525e-06,7.63743926605561e-06
ZSCAN21,4.7420034,0.34678987,2.1161491598332247e-06,7.71219822565491e-06
AL022323.1,4.738648,1.0523734,2.1514875404568957e-06,7.836747414044464e-06
AC064807.1,4.737215,0.2972367,2.1667509537222286e-06,7.891490659955893e-06
ARMC9,4.7292604,0.1539265,2.253393714097243e-06,8.201729746944384e-06
SEPTIN6,4.727848,0.23531784,2.269117625436143e-06,8.258068056179381e-06
NCOA7-AS1,4.7265143,1.7052146,2.284067913565086e-06,8.310681156389676e-06
SSBP1,4.725373,0.10186712,2.2969337379375027e-06,8.3565912898262e-06
ZNF418,4.7249146,0.67527634,2.3021238042026525e-06,8.3745689570314e-06
AC025871.1,4.7216043,1.5433217,2.3399165736324652e-06,8.50929281290096e-06
AC091564.5,4.717497,0.63943946,2.387642418346317e-06,8.677230463394545e-06
EPB41L4A,4.7163377,0.08816797,2.4012788743413496e-06,8.725846913967564e-06
HOXB2,4.715693,0.5611529,2.4088924933037106e-06,8.751625170904495e-06
MAPK13,4.711835,0.40599233,2.4549617501106676e-06,8.9161118899318e-06
SEPTIN10,4.707887,0.11058013,2.502975187951326e-06,9.084613176786266e-06
PLCE1-AS2,4.7067256,1.4270749,2.517276374858099e-06,9.134551051278873e-06
CXCR4,4.7065673,0.5540694,2.5192278764337616e-06,9.140647779170738e-06
NSMCE2,4.706479,0.057155058,2.5203176630155723e-06,9.143616924352704e-06
NOS1,4.7060394,0.773317,2.525757986454336e-06,9.16236731284383e-06
AC044840.1,4.70477,1.892697,2.5415221125613362e-06,9.218559960724846e-06
AC008957.2,4.704166,2.1600006,2.5490612518913146e-06,9.244910206331782e-06
AC245140.2,4.696004,0.7297983,2.6530047493272923e-06,9.617749000844028e-06
AC034102.5,4.694222,1.1802882,2.676232252894987e-06,9.696735665018173e-06
AC005599.1,4.693553,1.8571687,2.6850048738677077e-06,9.727474901754557e-06
AC106037.3,4.6916485,1.5621988,2.7101269499024826e-06,9.814266845136588e-06
NAGLU,4.6913934,0.23961726,2.7135070072259253e-06,9.82545076514552e-06
AC124016.1,4.6911902,0.700593,2.716203803258658e-06,9.834158497404936e-06
DPY30,4.690134,0.19049278,2.730258698636678e-06,9.883982533048215e-06
GIGYF2,4.6897674,0.04641949,2.73515608017277e-06,9.900647726209483e-06
AC005014.4,4.689296,1.7116109,2.7414700451972676e-06,9.922436499283729e-06
LAMB3,4.6871886,0.50826293,2.769835049740393e-06,1.0021869604184757e-05
SPATA22,4.6837864,0.8872522,2.816235990763478e-06,1.0187569610234718e-05
EGFLAM,4.680866,0.520774,2.8566564794879087e-06,1.0332678644986226e-05
NUP210L,4.679795,0.83587974,2.8716250421932922e-06,1.0385705430167988e-05
SPINK2,4.678864,2.8692298,2.884684484151552e-06,1.0431816920248291e-05
NAA15,4.6786838,0.0743021,2.8872223847116326e-06,1.0439873790859604e-05
NEB,4.6778874,0.38481927,2.8984578828683174e-06,1.0479375097764133e-05
UQCC1,4.6777887,0.08678673,2.89985072589558e-06,1.0483285623013301e-05
LRRC63,4.6747355,0.7765915,2.94332820659078e-06,1.063589536041097e-05
ARHGEF5,4.6742463,0.44865897,2.950351460544022e-06,1.0660130647290684e-05
AL121989.1,4.673575,1.7941827,2.9600148619355056e-06,1.069275209992618e-05
VEPH1,4.6724873,0.27065,2.975742476011931e-06,1.0746108939319595e-05
PHF19,4.6702557,0.5035591,3.008252468307182e-06,1.0862345587212962e-05
FBXL7,4.668274,0.09127965,3.0374073010486663e-06,1.0966443639609945e-05
SVIL,4.664376,0.08949224,3.0955499768605557e-06,1.1173970026858562e-05
AC123768.3,4.6587925,0.69443,3.180692677380754e-06,1.1478848254531077e-05
BIN2,4.658682,0.60410124,3.18240465646707e-06,1.1483796190178256e-05
CYP2R1,4.657897,0.42068225,3.1945616971132324e-06,1.1525195702888593e-05
CENPW,4.653065,0.5585402,3.2703689078234325e-06,1.1791111705556503e-05
ZNF595,4.6529994,0.26304352,3.271411903262578e-06,1.179238041382174e-05
PIK3R5,4.652999,0.5593658,3.271421013798181e-06,1.179238041382174e-05
DYRK4,4.65125,0.38455945,3.2992925738648384e-06,1.1890303067934462e-05
R3HCC1L,4.650909,0.10088769,3.304754311723919e-06,1.1908712391942339e-05
AP001453.1,4.65079,0.6322692,3.3066530101848184e-06,1.1914279705717272e-05
PLEKHG4,4.650162,0.805518,3.3167437456286654e-06,1.194935959356773e-05
ZCCHC4,4.6496754,0.26301277,3.3245763523567572e-06,1.1976297401078106e-05
TEDC2,4.648142,1.2078868,3.349388863714667e-06,1.2063100481997158e-05
AL353194.1,4.6481147,0.6181813,3.3498237627510846e-06,1.2063376881961086e-05
PRPF8,4.647006,0.11593029,3.3678761885334584e-06,1.2127090633117804e-05
USO1,4.645265,0.05783965,3.3963967135487444e-06,1.2227173375988543e-05
AC104667.2,4.6405473,1.4085454,3.4748772549796447e-06,1.250345324529382e-05
GRM8,4.64054,0.7911978,3.4749963134373094e-06,1.250345324529382e-05
GAS1,4.638731,0.65991104,3.5055523751227114e-06,1.2610703310785342e-05
LINC01389,4.6365705,0.7190718,3.5423772064407734e-06,1.274045371781507e-05
PRUNE2,4.630664,-0.014835139,3.644950932471111e-06,1.3105170506777538e-05
AL157886.1,4.625958,1.2115769,3.728705361734894e-06,1.3403442261894845e-05
KCNK12,4.625813,1.0478338,3.7313175761519695e-06,1.3411400981746946e-05
C20orf96,4.6221633,0.315497,3.7975849091028396e-06,1.3646671813549755e-05
C7orf50,4.621865,0.14245227,3.803061482946756e-06,1.3663436465985347e-05
CWF19L1,4.6207843,0.1863762,3.8229167711160454e-06,1.3731842026738898e-05
ACSL3,4.6202326,0.1519316,3.8330972759732495e-06,1.3766942039809232e-05
VAMP8,4.614618,0.26123643,3.938197233661164e-06,1.4139895450823508e-05
HDDC3,4.612922,0.61173946,3.9704707012310035e-06,1.4254252201967881e-05
ADGRF3,4.612896,0.72383004,3.970971665952524e-06,1.4254531349527113e-05
SPRY4,4.612011,0.58842635,3.987919384812986e-06,1.43138427876461e-05
HADHB,4.611741,0.1052098,3.9931035992105275e-06,1.433092332750229e-05
AC008906.1,4.610996,1.4067615,4.007449773338171e-06,1.4380878251180085e-05
MMAB,4.609193,0.35052937,4.042356933330584e-06,1.4504598511605489e-05
AC100793.2,4.6088963,0.74622655,4.048124826903271e-06,1.4520653931816398e-05
AL355613.1,4.6049757,1.6777971,4.125139141937035e-06,1.4790604277062298e-05
MRPL14,4.6047935,0.2534785,4.128749555689588e-06,1.4800306452253912e-05
ADAT2,4.6047907,0.2829444,4.128812190723756e-06,1.4800306452253912e-05
C9orf40,4.604773,0.81456316,4.129163343383113e-06,1.4800306452253912e-05
HPS5,4.604427,0.21560775,4.136032703811915e-06,1.4823351088507442e-05
FCER1G,4.6000757,0.68255407,4.223376034749378e-06,1.5133165064088141e-05
PCED1B-AS1,4.5999165,0.8107956,4.226600967264646e-06,1.5143109645719372e-05
AC121154.1,4.5973415,2.0577378,4.279156313089399e-06,1.532651456162028e-05
TMEM18,4.5969067,0.3058956,4.28810051319971e-06,1.535691669171639e-05
TMEM177,4.5917797,0.55075467,4.394816283377526e-06,1.573240536260196e-05
NAAA,4.5912294,0.2263322,4.406429667166708e-06,1.5772302236929762e-05
CYTH4,4.589675,0.75051165,4.4393646038640175e-06,1.5886812429594966e-05
DENND11,4.585002,0.19213107,4.539821195185011e-06,1.6244582757486617e-05
IRF3,4.5847754,0.15504028,4.544741992383219e-06,1.6260463117426343e-05
AC023983.1,4.5846977,0.9123236,4.546436127332398e-06,1.62630694180979e-05
TRMT61B,4.5810533,0.1919455,4.626399306713928e-06,1.6547348566288472e-05
AC133550.2,4.5777483,0.80252635,4.700078288183551e-06,1.680017371353055e-05
ITPKB-AS1,4.576334,2.171607,4.731945051293722e-06,1.691228493396383e-05
ARHGAP42,4.5741935,0.11799923,4.780584534295047e-06,1.7084312815291856e-05
C10orf95,4.573136,1.3021109,4.804787189599498e-06,1.7165341760722345e-05
FAM221A,4.571461,0.38897485,4.843347871814934e-06,1.7293930140832247e-05
CCDC97,4.5711403,0.31418395,4.850777866876434e-06,1.7318624137389448e-05
METTL5,4.5661216,0.26466262,4.968310090598996e-06,1.7732607870250648e-05
AC107909.2,4.5656424,2.4138258,4.979676589000412e-06,1.7771293374731077e-05
ARNT2,4.5649548,0.09659903,4.996025678213457e-06,1.7827750491957375e-05
ERAP2,4.5633445,0.34108007,5.034505284871305e-06,1.796315752171984e-05
KBTBD4,4.5629377,0.6260595,5.044278088793053e-06,1.7996120600225358e-05
MAP3K9,4.562797,0.30441564,5.047661673224333e-06,1.8006284736024357e-05
AL360093.1,4.5620823,2.4087403,5.0648823044113156e-06,1.8065801734319806e-05
AC006387.1,4.5609584,1.5496603,5.092062318283862e-06,1.8158903441443836e-05
HEPHL1,4.559733,1.2375458,5.121871041038963e-06,1.8261338033690523e-05
TYMSOS,4.558834,0.85142124,5.143837517770154e-06,1.8335774714100363e-05
TCAIM,4.5580463,0.08122685,5.16316831180786e-06,1.8400786697525378e-05
SENP8,4.5568867,0.40922692,5.191744194794109e-06,1.849871236317097e-05
MCMDC2,4.5555024,0.59823674,5.226046772775986e-06,1.8616997080977342e-05
AC011443.1,4.5536103,0.8009233,5.273299190080029e-06,1.878334002963997e-05
AC106873.1,4.549604,2.5135555,5.3746952727972505e-06,1.9134392366383785e-05
HEXD,4.5479226,0.20516951,5.41780165570658e-06,1.928377843892096e-05
FAP,4.547708,0.15034303,5.423332086806014e-06,1.9301423430663583e-05
RBFA,4.546684,0.22780472,5.449777666237842e-06,1.9391444258844598e-05
