names,scores,logfoldchanges,pvals,pvals_adj
AC004875.1,0.049708977,1.5321393,0.9603543015338454,0.9999944276252049
FAM163A,0.049575996,0.02385782,0.960460274996838,0.9999944276252049
LINC01491,0.049552463,0.28956148,0.9604790300854088,0.9999944276252049
LINC02045,0.049540505,0.8605982,0.9604885601184704,0.9999944276252049
NUTM2F,0.04952615,0.6745307,0.960499996165597,0.9999944276252049
SOWAHD,0.04952596,0.64219683,0.9605001486462803,0.9999944276252049
AC005906.2,0.04951429,0.59167135,0.9605094499706919,0.9999944276252049
AC024060.2,0.049493145,0.109598376,0.9605262991048298,0.9999944276252049
AC008453.2,0.049469326,0.41035753,0.9605452829920184,0.9999944276252049
HSFX4,0.04946483,1.9672061,0.960548866298536,0.9999944276252049
PPP1R17,0.049464446,1.8794332,0.9605491712608296,0.9999944276252049
AC023137.1,0.049460236,1.3527261,0.9605525258464406,0.9999944276252049
LINC02278,0.0494566,1.0666479,0.9605554229891211,0.9999944276252049
AC007391.1,0.049354233,0.18744382,0.9606370006414526,0.9999944276252049
ITGB1-DT,0.04930525,0.11786329,0.9606760360751426,0.9999944276252049
AC093627.1,0.049297214,0.8837464,0.9606824403349872,0.9999944276252049
LINC00469,0.049290325,0.7539283,0.9606879297025878,0.9999944276252049
AC009137.2,0.04928382,0.6403057,0.9606931141070328,0.9999944276252049
LINC02333,0.04921953,2.381151,0.9607443483108951,0.9999944276252049
AC108052.1,0.04921819,2.2504356,0.9607454156918669,0.9999944276252049
AC095032.2,0.049217805,2.1187418,0.9607457206578718,0.9999944276252049
AC084809.2,0.049217425,2.0945113,0.9607460256238824,0.9999944276252049
AC069540.2,0.04921685,2.0325522,0.9607464830729091,0.9999944276252049
AC110011.1,0.049216084,1.6205837,0.9607470930049647,0.9999944276252049
AP000648.9,0.04921551,1.7056262,0.9607475504540216,0.9999944276252049
TRIM42,0.049215127,1.5717845,0.9607478554200667,0.9999944276252049
SMIM40,0.04921398,1.4408345,0.9607487703182365,0.9999944276252049
AC026355.2,0.049213406,1.3799053,0.9607492277673406,0.9999944276252049
ANKRD30B,0.049180113,0.30377182,0.9607757598374924,0.9999944276252049
AC091435.2,0.049104724,0.26056474,0.9608358383637512,0.9999944276252049
AC026991.2,0.048972316,2.4873297,0.9609413575317639,0.9999944276252049
PRSS1,0.04897117,2.372178,0.9609422724408396,0.9999944276252049
AC022068.1,0.048970405,2.2577002,0.9609428823802519,0.9999944276252049
AC073626.1,0.04897021,2.007238,0.9609430348651087,0.9999944276252049
TSPAN19,0.048967533,1.4562031,0.960945169653252,0.9999944276252049
HIST1H2AB,0.048932996,0.2022116,0.9609726931968879,0.9999944276252049
AP000777.3,0.048892528,0.58631396,0.9610049438349004,0.9999944276252049
PAQR6,0.04884297,0.15895577,0.9610444376109154,0.9999944276252049
TDO2,0.04878337,0.13062884,0.9610919370086858,0.9999944276252049
GJB4,0.048777916,0.5975388,0.9610962828673868,0.9999944276252049
Z73495.1,0.048725486,3.0007472,0.9611380641643867,0.9999944276252049
AC009396.1,0.048724912,2.6755102,0.9611385216244338,0.9999944276252049
AC016730.1,0.04865048,0.47432056,0.961197839052213,0.9999944276252049
AL159169.3,0.04862819,0.25614154,0.9612156038249664,0.9999944276252049
AC013726.1,0.048620634,0.42886862,0.9612216270784693,0.9999944276252049
FAM71F2,0.04859576,0.110989146,0.9612414504600557,0.9999944276252049
AC068756.1,0.0485573,0.34458256,0.9612721005049015,0.9999944276252049
AC103957.2,0.04854094,0.73410314,0.9612851382278998,0.9999944276252049
AC096543.1,0.04852965,0.5891536,0.9612941350252461,0.9999944276252049
AC002368.1,0.048479997,5.542514,0.9613337057432604,0.9999944276252049
AL139420.2,0.048479997,5.4332156,0.9613337057432604,0.9999944276252049
AC118754.2,0.048479997,5.799644,0.9613337057432604,0.9999944276252049
AC008869.1,0.048479233,3.5982563,0.9613343156972702,0.9999944276252049
TRAJ49,0.04847885,3.2177546,0.9613346206742837,0.9999944276252049
Z99774.1,0.04847866,0.039153997,0.9613347731627925,0.9999944276252049
AL133163.2,0.04847808,2.3820744,0.9613352306283275,0.9999944276252049
PADI3,0.04835333,0.36992347,0.9614346534397055,0.9999944276252049
AC020907.3,0.04829784,0.8236003,0.9614788754351088,0.9999944276252049
AC008505.1,0.04829191,0.70382994,0.9614836026209417,0.9999944276252049
LINC01665,0.04823336,16.980364,0.9615302645924335,0.9999944276252049
LINC01699,0.04823336,16.81169,0.9615302645924335,0.9999944276252049
CYP11B1,0.04823336,17.270658,0.9615302645924335,0.9999944276252049
AL450003.1,0.04823336,17.015917,0.9615302645924335,0.9999944276252049
AC123786.3,0.04823336,17.240192,0.9615302645924335,0.9999944276252049
AC092198.1,0.048141323,0.6042837,0.9616036125982448,0.9999944276252049
AC100778.2,0.04809655,0.22862364,0.9616392955294275,0.9999944276252049
FOXD4,0.04808105,0.28667194,0.9616516473312053,0.9999944276252049
AC244453.2,0.048057802,0.9524498,0.9616701750511294,0.9999944276252049
CACNA1S,0.04803255,0.5173966,0.9616903039554949,0.9999944276252049
AL356417.1,0.04802164,0.33694604,0.9616989959899299,0.9999944276252049
SERPINC1,0.047967684,0.13087565,0.9617419987535627,0.9999944276252049
AL121761.1,0.04794319,0.31578207,0.961761517775207,0.9999944276252049
AC008738.2,0.047831353,0.29659387,0.9618506498487488,0.9999944276252049
TRDN-AS1,0.047825612,0.28831878,0.961855224647262,0.9999944276252049
EPHA10,0.04780906,0.11975433,0.961868415323339,0.9999944276252049
LINC02836,0.04766661,0.111396834,0.9619819470647657,0.9999944276252049
HIST1H2BK,0.04756386,0.2026274,0.9620638367914742,0.9999944276252049
AL357033.3,0.047559936,1.0231652,0.9620669629435399,0.9999944276252049
AC063947.1,0.04755611,0.7820847,0.9620700128485561,0.9999944276252049
LINC02824,0.04754941,0.74222463,0.9620753501836702,0.9999944276252049
CUX2,0.047510568,0.015941178,0.9621063067608402,0.9999944276252049
CACNG7,0.047443695,0.32142314,0.9621596040558463,0.9999944276252049
GPR1-AS,0.04743566,0.31701478,0.9621660088923835,0.9999944276252049
AC010319.3,0.047359217,0.39123064,0.9622269312095452,0.9999944276252049
LINC02487,0.047301147,0.6953097,0.9622732140184576,0.9999944276252049
AC068234.3,0.047240302,0.23272216,0.9623217081687947,0.9999944276252049
OR52E5,0.04717209,0.30463314,0.9623760736319827,0.9999944276252049
AC080129.2,0.047143962,0.19451082,0.9623984908584995,0.9999944276252049
AL121820.1,0.047115453,0.4071059,0.9624212131116305,0.9999944276252049
DDIT4-AS1,0.04707039,0.39874682,0.9624571265336812,0.9999944276252049
AP003548.1,0.047070105,1.221037,0.9624573552818365,0.9999944276252049
SIK1B,0.04695501,0.36260307,0.9625490835410169,0.9999944276252049
CSF3,0.04691244,0.24010722,0.9625830147351218,0.9999944276252049
AC102953.1,0.046870343,0.4417235,0.9626165647464849,0.9999944276252049
GTSCR1,0.04681782,1.1149322,0.9626584261034792,0.9999944276252049
AC037459.3,0.046814375,0.9181783,0.9626611711140928,0.9999944276252049
GPR182,0.04680921,0.7450719,0.962665288630843,0.9999944276252049
AL365256.1,0.04680615,0.7614977,0.962667728641239,0.9999944276252049
TMEM92-AS1,0.0467144,0.051542822,0.9627408528649395,0.9999944276252049
AC092807.2,0.046705693,0.329512,0.9627477916761795,0.9999944276252049
LRRC72,0.046671826,0.797119,0.9627747844412414,0.9999944276252049
AC004990.1,0.046635855,0.5249028,0.9628034547695012,0.9999944276252049
AC093582.1,0.046614423,0.40132457,0.9628205349879246,0.9999944276252049
AC012445.1,0.046564773,0.9157292,0.962860109309555,0.9999944276252049
FRG2C,0.046470538,0.43622848,0.9629352168959755,0.9999944276252049
AC136475.8,0.046431694,0.27115795,0.9629661750425883,0.9999944276252049
LINC01141,0.046416197,0.74249285,0.9629785278161828,0.9999944276252049
SEC14L3,0.046393905,0.5975485,0.9629962944752671,0.9999944276252049
AC087742.1,0.046381373,0.4747344,0.963006283463337,0.9999944276252049
LINC02181,0.04634062,0.18412909,0.9630387667776533,0.9999944276252049
AC023669.1,0.046331815,1.4014596,0.9630457819615721,0.9999944276252049
AL352979.2,0.046317846,0.92004853,0.9630569147593153,0.9999944276252049
AL354824.1,0.046315935,0.7993498,0.963058439800663,0.9999944276252049
AL512598.1,0.046301298,0.19613536,0.9630701063714441,0.9999944276252049
AC124319.2,0.046294983,0.19575176,0.9630751390122614,0.9999944276252049
AC090907.1,0.046210505,0.16842099,0.9631424697876488,0.9999944276252049
AC026786.2,0.046153486,0.60038,0.963187916303336,0.9999944276252049
AC073657.1,0.046120193,0.43366146,0.9632144522436482,0.9999944276252049
GRPR,0.04609388,0.04614252,0.9632354217655338,0.9999944276252049
DPP10-AS3,0.046078574,1.1166866,0.9632476222263338,0.9999944276252049
CDH18-AS1,0.046075705,1.0989928,0.9632499098136919,0.9999944276252049
AP000879.1,0.046074364,1.0606554,0.9632509773545624,0.9999944276252049
AC104129.1,0.046074364,0.35294548,0.9632509773545624,0.9999944276252049
AP003351.1,0.046071112,0.89266485,0.9632535699540941,0.9999944276252049
LINC01792,0.04606786,0.8369225,0.9632561625540141,0.9999944276252049
AL160410.1,0.046067096,0.6783068,0.9632567725775811,0.9999944276252049
AC091588.2,0.045899004,0.5843762,0.9633907495239564,0.9999944276252049
AC025766.1,0.04587681,0.4095557,0.9634084403534623,0.9999944276252049
SLC17A3,0.045820743,0.70566505,0.9634531250288743,0.9999944276252049
VAV3-AS1,0.045815866,0.19206615,0.9634570139736337,0.9999944276252049
AC018678.1,0.045812707,0.5394545,0.9634595303501178,0.9999944276252049
AP000542.3,0.045681927,0.31354424,0.963563769659138,0.9999944276252049
AP005203.1,0.04567781,0.30974397,0.9635670485941134,0.9999944276252049
AL355481.1,0.045581665,1.1512206,0.9636436843427418,0.9999944276252049
AL139327.2,0.04557803,0.9064757,0.9636465820194334,0.9999944276252049
AC108749.1,0.04552053,0.32101217,0.9636924111277736,0.9999944276252049
AC234031.1,0.04550704,0.26588824,0.9637031630657433,0.9999944276252049
AP002001.3,0.04539922,0.5179933,0.9637891025516704,0.9999944276252049
AC092943.2,0.045394436,0.54014355,0.963792915315901,0.9999944276252049
AC020743.2,0.04533531,1.1794045,0.9638400411501229,0.9999944276252049
ZSCAN4,0.0453334,1.0716813,0.9638415662601375,0.9999944276252049
DKK4,0.045328423,0.8475152,0.9638455315467946,0.9999944276252049
TGM6,0.045235146,0.40930456,0.9639198808370716,0.9999944276252049
LINC00920,0.04522405,0.082398936,0.9639287265171174,0.9999944276252049
AC006116.9,0.04518626,0.9094949,0.9639588476160815,0.9999944276252049
AC099506.3,0.04514866,0.5399279,0.9639888162541964,0.9999944276252049
SPATA25,0.045134693,0.09322791,0.9639999496543465,0.9999944276252049
LINC00221,0.045133065,0.39737725,0.9640012460096148,0.9999944276252049
CXorf65,0.04511374,0.20131257,0.9640166497677314,0.9999944276252049
AC025442.1,0.045092214,1.448507,0.9640338074349091,0.9999944276252049
ALDH1L1-AS1,0.045089345,1.2556175,0.9640360951251246,0.9999944276252049
SPDYE4,0.04508743,1.0725286,0.9640376202520994,0.9999944276252049
AL357874.2,0.045085136,1.0187865,0.9640394504046429,0.9999944276252049
AP001062.3,0.04495933,0.3176244,0.9641397278020651,0.9999944276252049
AL137220.1,0.044880494,0.32037807,0.9642025635098356,0.9999944276252049
AC138305.2,0.044845097,1.4100109,0.9642307786451395,0.9999944276252049
TRDJ3,0.044843186,1.3540243,0.9642323037888647,0.9999944276252049
AC011453.1,0.044842992,1.4433305,0.9642324563032444,0.9999944276252049
AC091564.2,0.044838976,1.1153923,0.9642356591055207,0.9999944276252049
AC183088.3,0.04483687,0.93623275,0.9642373367640861,0.9999944276252049
AC093388.1,0.04478846,0.27516744,0.9642759229547734,0.9999944276252049
HACE1,0.044738714,0.044311725,0.9643155768347396,0.9999944276252049
LINC01111,0.04472331,0.34127238,0.9643278543039344,0.9999944276252049
LMO1,0.044662178,0.048113007,0.9643765829762205,0.9999944276252049
AC099791.3,0.04465548,0.5289713,0.964381921023527,0.9999944276252049
ZNF775,0.044644,0.1140737,0.9643910719654807,0.9999944276252049
AC109635.7,0.044597406,1.4686959,0.9644282095863704,0.9999944276252049
OR52E4,0.044594344,1.2325639,0.9644306498434232,0.9999944276252049
AL355834.1,0.044594154,1.3282127,0.9644308023595001,0.9999944276252049
LINC02038,0.044592816,1.0974245,0.9644318699720745,0.9999944276252049
AC005884.2,0.04459224,1.0420959,0.9644323275203402,0.9999944276252049
PEX5L-AS2,0.044590134,0.79891133,0.9644340051974147,0.9999944276252049
WDR38,0.044504605,0.10081502,0.9645021800261956,0.9999944276252049
AC140121.1,0.044447396,0.26451367,0.9645477825733227,0.9999944276252049
LMLN2,0.044441942,0.92409164,0.9645521293104591,0.9999944276252049
LINC02847,0.04438588,0.20115772,0.9645968168796255,0.9999944276252049
AC080129.1,0.044351056,1.7725303,0.9646245750843895,0.9999944276252049
AL353612.1,0.04435029,1.6351148,0.9646251851553054,0.9999944276252049
AC008243.1,0.044348568,1.2529186,0.9646265578149421,0.9999944276252049
AC005343.4,0.044346847,1.0561235,0.9646279304746835,0.9999944276252049
BX088651.2,0.044346463,1.1164534,0.9646282355101958,0.9999944276252049
AC114776.1,0.04434608,0.98860115,0.9646285405457135,0.9999944276252049
AC013402.3,0.0443457,1.0470132,0.9646288455812361,0.9999944276252049
AC022469.1,0.044345126,0.96214056,0.9646293031345299,0.9999944276252049
LINC01754,0.044265144,0.4559712,0.9646930556739259,0.9999944276252049
ELAVL3,0.0442043,0.18455417,0.9647415565608307,0.9999944276252049
AC010883.2,0.04414173,0.37282026,0.964791430250386,0.9999944276252049
LINC02812,0.044129483,0.22899571,0.9648011914779215,0.9999944276252049
AC004869.1,0.044106808,2.2905602,0.9648192650147045,0.9999944276252049
AC010157.1,0.044105854,2.2962282,0.9648200276115908,0.9999944276252049
PHGR1,0.044105086,1.8741981,0.9648206376891229,0.9999944276252049
AC073326.2,0.044104323,1.8152688,0.9648212477666757,0.9999944276252049
LINC02719,0.044103365,1.6266071,0.9648220103636456,0.9999944276252049
AL355314.2,0.044103365,1.7065606,0.9648220103636456,0.9999944276252049
AL049548.1,0.044102408,1.4228058,0.9648227729606476,0.9999944276252049
KBTBD13,0.044102218,1.2616465,0.9648229254800519,0.9999944276252049
AC017074.2,0.044100877,1.0699762,0.9648239931159178,0.9999944276252049
SPDYE8P,0.044100497,1.1709431,0.9648242981547482,0.9999944276252049
AC109642.1,0.044098966,1.0393438,0.9648255183101214,0.9999944276252049
AC092979.1,0.043992482,0.44795534,0.9649103955702515,0.9999944276252049
LINC02598,0.043967992,0.3390375,0.964929918158958,0.9999944276252049
LINC02096,0.04390963,0.5302321,0.9649764369120669,0.9999944276252049
AC011498.2,0.043902364,0.43919712,0.9649822326994971,0.9999944276252049
AC005833.2,0.04387261,0.24557184,0.9650059496910166,0.9999944276252049
TMEM202,0.0438595,2.35961,0.9650163973787769,0.9999944276252049
AC091820.1,0.04385912,2.25546,0.9650167024208456,0.9999944276252049
AC082650.2,0.043858737,2.258561,0.9650170074629193,0.9999944276252049
CR936218.2,0.043858353,1.9407316,0.9650173125049982,0.9999944276252049
LINC01561,0.043858163,1.7754916,0.9650174650260396,0.9999944276252049
AC093599.1,0.043858163,1.9853132,0.9650174650260396,0.9999944276252049
AC027612.5,0.043858163,1.9450473,0.9650174650260396,0.9999944276252049
OR4E2,0.04385759,2.0298033,0.9650179225891713,0.9999944276252049
AC078942.1,0.043855485,1.2500446,0.9650196003207531,0.9999944276252049
AC022144.1,0.0438242,0.16625689,0.9650445375311533,0.9999944276252049
AC078962.1,0.043766797,0.4904604,0.9650902939694125,0.9999944276252049
AL049839.3,0.043741636,0.17325978,0.9651103505777626,0.9999944276252049
AC138965.2,0.0436828,0.16413316,0.9651572510978769,0.9999944276252049
AC145207.4,0.043673903,0.64388645,0.9651643433821466,0.9999944276252049
LINC01283,0.043666724,0.5556645,0.9651700629682427,0.9999944276252049
AP001255.1,0.04361181,2.353553,0.9652138369264842,0.9999944276252049
AC012433.2,0.043610662,1.7331291,0.965214752062619,0.9999944276252049
CFAP58-DT,0.043610662,1.7648491,0.965214752062619,0.9999944276252049
OR2A2,0.043609705,1.4115058,0.9652155146760996,0.9999944276252049
LINC01520,0.043609515,1.4904777,0.9652156671987995,0.9999944276252049
AC026191.1,0.043471463,0.27963847,0.9653257126581721,0.9999944276252049
HIST2H3D,0.0434309,0.6556163,0.9653580476935553,0.9999944276252049
IGHV3-16,0.04336699,3.4417384,0.9654089907422103,0.9999944276252049
LINC02061,0.04336699,3.0058668,0.9654089907422103,0.9999944276252049
AC074325.1,0.04336699,3.3961344,0.9654089907422103,0.9999944276252049
AC073429.1,0.043366797,3.1271577,0.9654091432665202,0.9999944276252049
AC011362.1,0.043366034,2.930571,0.9654097533637723,0.9999944276252049
AC078889.1,0.04336565,2.6075952,0.965410058412406,0.9999944276252049
STATH,0.04336565,2.616046,0.965410058412406,0.9999944276252049
AC060814.5,0.04336527,2.1571229,0.9654103634610447,0.9999944276252049
TRBJ2-2P,0.043364696,2.1195781,0.9654108210340122,0.9999944276252049
AC005906.3,0.043364696,2.0567598,0.9654108210340122,0.9999944276252049
AC024587.2,0.043364502,1.701443,0.9654109735583373,0.9999944276252049
AC009292.1,0.043364502,1.9182106,0.9654109735583373,0.9999944276252049
AC002059.1,0.043323938,0.33791086,0.9654433087438133,0.9999944276252049
AC017104.6,0.043236785,0.030851297,0.9655127838273941,0.9999944276252049
AL162595.2,0.043230087,0.36542103,0.9655181222090891,0.9999944276252049
NEURL3,0.04320808,0.21027036,0.9655356626169669,0.9999944276252049
AC105101.2,0.04318139,0.17058882,0.9655569399167329,0.9999944276252049
AC009806.1,0.043178327,0.686094,0.9655593803254425,0.9999944276252049
AL031121.2,0.043174118,0.5702566,0.965562735887945,0.9999944276252049
UGT2B15,0.043174118,0.5993201,0.965562735887945,0.9999944276252049
AC144568.2,0.043120638,4.2289762,0.9656053668373527,0.9999944276252049
LINC01177,0.043120258,3.5554276,0.9656056718892234,0.9999944276252049
AC092979.2,0.04311911,2.8313215,0.9656065870448658,0.9999944276252049
MIR3976HG,0.04308285,0.34785306,0.9656354907338756,0.9999944276252049
CACNG5,0.043046113,0.17199169,0.9656647757840929,0.9999944276252049
LINC01018,0.04304018,0.640563,0.9656695041038359,0.9999944276252049
ADGRF2,0.042938195,0.83658296,0.9657508008867877,0.9999944276252049
AC135388.1,0.042874098,17.054794,0.9658018975461243,0.9999944276252049
AC073973.1,0.042874098,17.003819,0.9658018975461243,0.9999944276252049
AC244035.2,0.042874098,17.041967,0.9658018975461243,0.9999944276252049
AC068880.3,0.042874098,16.936167,0.9658018975461243,0.9999944276252049
AC025048.7,0.042874098,17.231094,0.9658018975461243,0.9999944276252049
AC010333.1,0.042790864,0.22324245,0.9658682471491165,0.9999944276252049
AC005414.1,0.042756516,0.24181525,0.9658956259622414,0.9999944276252049
AC093424.1,0.04275518,0.4270226,0.9658966936605039,0.9999944276252049
HAO1,0.04269194,0.854551,0.9659471043408854,0.9999944276252049
PTCRA,0.042682566,0.08647621,0.9659545782506253,0.9999944276252049
AC003666.1,0.04267998,0.31391492,0.9659566373895485,0.9999944276252049
AC012174.1,0.04267759,0.56865877,0.965958543999865,0.9999944276252049
SMIM34B,0.042607274,0.40101132,0.9660145984300958,0.9999944276252049
LINC01951,0.042518396,0.57447255,0.9660854484195747,0.9999944276252049
AP002802.1,0.04250328,0.41473278,0.9660974982829768,0.9999944276252049
PRR18,0.0422531,0.47208405,0.9662969322710979,0.9999944276252049
A3GALT2,0.04224535,0.1770238,0.9663031098012058,0.9999944276252049
AC107884.2,0.042204022,0.94760275,0.966336056662594,0.9999944276252049
AL158042.1,0.042195987,0.7592465,0.9663424630034283,0.9999944276252049
AC002101.1,0.04219034,0.7243962,0.9663469626965034,0.9999944276252049
AL078587.1,0.04219015,0.7607044,0.9663471152284909,0.9999944276252049
LIPM,0.042183932,0.5852547,0.9663520725187527,0.9999944276252049
SOS2,0.042092852,0.0031673368,0.9664246779034857,0.9999944276252049
AL357172.1,0.042054202,0.73166823,0.9664554895164618,0.9999944276252049
OR11G2,0.042034302,0.05313921,0.9664713529406953,0.9999944276252049
AC026956.2,0.041947242,0.8676433,0.9665407555776498,0.9999944276252049
AC020612.3,0.041940354,0.60596806,0.9665462467861259,0.9999944276252049
AL031651.1,0.041936334,0.5128106,0.9665494499918029,0.9999944276252049
SLC34A3,0.04193557,0.5492631,0.9665500601262789,0.9999944276252049
AC064836.3,0.041869942,0.12909923,0.9666023792303835,0.9999944276252049
AC008667.4,0.04184028,0.3131376,0.9666260220213981,0.9999944276252049
AGBL5-IT1,0.041792735,0.61505777,0.9666639268153027,0.9999944276252049
AC093274.1,0.0417206,0.23118623,0.9667214324210732,0.9999944276252049
AC006150.1,0.04171113,1.309703,0.9667289829047173,0.9999944276252049
TCF15,0.04171046,0.2057091,0.9667295167774111,0.9999944276252049
LINC01087,0.041706536,0.3231996,0.9667326437463458,0.9999944276252049
SFTPA1,0.041706346,0.9011872,0.9667327962814288,0.9999944276252049
KLF17,0.04170443,0.9242855,0.9667343216323265,0.9999944276252049
OR4N2,0.04169544,0.69250566,0.9667414907831758,0.9999944276252049
KCNG4,0.04169381,0.64449054,0.9667427873320208,0.9999944276252049
RNF186,0.04167592,0.21239337,0.9667570493751168,0.9999944276252049
TLR8,0.041642055,0.2121062,0.966784048138221,0.9999944276252049
LINC01166,0.041623782,0.44138843,0.9667986152832829,0.9999944276252049
AL132801.1,0.0415305,0.5844687,0.9668729765366292,0.9999944276252049
AP001122.1,0.04148037,0.22002669,0.9669129410626088,0.9999944276252049
AC073284.1,0.04146028,1.0032562,0.9669289574036045,0.9999944276252049
AP001189.4,0.041441146,0.49037254,0.9669442110740991,0.9999944276252049
AL161941.1,0.04127497,0.5012306,0.9670766897104336,0.9999944276252049
LINC00244,0.0412742,0.50540096,0.9670772998616984,0.9999944276252049
AL512604.3,0.041270565,0.44567332,0.9670801980804695,0.9999944276252049
U91328.1,0.041221008,0.23927698,0.9671197054218043,0.9999944276252049
AL356421.2,0.041201588,0.6286456,0.9671351880505602,0.9999944276252049
GPR33,0.0411947,0.47193152,0.9671406794292532,0.9999944276252049
AC017002.3,0.040967483,0.3283893,0.967321819528863,0.9999944276252049
C4orf17,0.040966623,1.1138332,0.9673225059577164,0.9999944276252049
PCDH9-AS3,0.040964134,1.0168427,0.9673244889745402,0.9999944276252049
LINC01173,0.040960114,0.84653336,0.9673276923098361,0.9999944276252049
AP000470.1,0.040958203,0.81427425,0.9673292177077814,0.9999944276252049
AC092070.4,0.04095629,0.83247405,0.9673307431058462,0.9999944276252049
LINC01281,0.040952653,0.6114121,0.9673336413624987,0.9999944276252049
AC133644.2,0.040950548,0.49502754,0.9673353193007579,0.9999944276252049
AC007163.1,0.04074438,0.2064377,0.9674996816799923,0.9999944276252049
AC100778.1,0.040709842,0.7990557,0.9675272153738551,0.9999944276252049
PKNOX2-AS1,0.040702764,0.5239753,0.967532859404526,0.9999944276252049
STXBP3,0.040644307,0.037028193,0.96757946085503,0.9999944276252049
AC022166.1,0.040535912,0.61283404,0.9676658759489365,0.9999944276252049
AC068408.1,0.040476598,1.5971986,0.9677131641575974,0.9999944276252049
AC034102.7,0.040470093,1.1358693,0.9677183506132012,0.9999944276252049
LCAL1,0.040468942,1.0537814,0.9677192658702143,0.9999944276252049
UGT1A7,0.040468562,1.0550436,0.9677195709558947,0.9999944276252049
AL590560.5,0.040464543,0.9358247,0.9677227743558247,0.9999944276252049
LINC02064,0.04046378,0.8037632,0.967723384527299,0.9999944276252049
AC113347.4,0.04046282,0.69847983,0.9677241472416684,0.9999944276252049
AC010451.1,0.040462248,0.7158876,0.9677246048703042,0.9999944276252049
LEP,0.04045048,0.2985135,0.967733986259681,0.9999944276252049
CHRDL2,0.040227856,0.1922544,0.9679114707831832,0.9999944276252049
AC035139.2,0.04022575,1.1431818,0.9679131487708064,0.9999944276252049
AC011601.1,0.040222496,1.1020131,0.9679157420246853,0.9999944276252049
AC025166.1,0.040219817,0.8500324,0.9679178776457815,0.9999944276252049
AC108868.1,0.040219437,0.91781044,0.9679181827345283,0.9999944276252049
LINC01556,0.04021618,0.7384405,0.9679207759890658,0.9999944276252049
AF064866.1,0.04021465,0.611731,0.9679219963442597,0.9999944276252049
AL132986.1,0.040175237,0.25168628,0.9679534205163659,0.9999944276252049
AC084125.4,0.04014328,0.19903536,0.9679788954885299,0.9999944276252049
AC145207.2,0.040114485,0.3385611,0.9680018535004212,0.9999944276252049
LINC02801,0.04004608,0.6444983,0.9680563884190064,0.9999944276252049
AC124784.1,0.039977007,1.201112,0.9681114573974747,0.9999944276252049
FAM237A,0.039976817,1.1772866,0.9681116099433328,0.9999944276252049
AC105230.1,0.039976817,1.1334815,0.9681116099433328,0.9999944276252049
CERNA3,0.039975476,1.0981848,0.9681126777643718,0.9999944276252049
ODF4,0.039973944,1.0271553,0.9681138981313435,0.9999944276252049
MC2R,0.03997146,0.8461806,0.9681158812278319,0.9999944276252049
AL359693.1,0.039971076,0.8238944,0.9681161863196168,0.9999944276252049
AP003086.2,0.03996897,0.62414765,0.9681178643245174,0.9999944276252049
LILRB3,0.039908126,0.12127124,0.9681663739817314,0.9999944276252049
AP000679.1,0.039798964,0.5775824,0.9682534018222483,0.9999944276252049
HEPACAM,0.039793417,0.4929103,0.9682578256840204,0.9999944276252049
KIF19,0.039785285,0.16587591,0.9682643089314855,0.9999944276252049
AC019131.3,0.039762802,0.24897371,0.9682822332148038,0.9999944276252049
C8A,0.03973458,2.0361278,0.9683047339335658,0.9999944276252049
IL25,0.03972654,0.9987134,0.9683111409225075,0.9999944276252049
AC008735.3,0.03972635,0.974765,0.9683112934698881,0.9999944276252049
LINC02222,0.03972329,0.8564061,0.9683137342281368,0.9999944276252049
GSG1L2,0.03964283,0.43708977,0.9683778805121993,0.9999944276252049
UMOD,0.039541323,0.48210993,0.9684588073288742,0.9999944276252049
AC006076.1,0.039534435,0.40379158,0.9684642990756201,0.9999944276252049
AC114730.1,0.039487556,1.8083866,0.9685016735029055,0.9999944276252049
AL844175.1,0.039486602,1.5406971,0.9685024362470401,0.9999944276252049
AC073409.2,0.03948526,1.4204091,0.968503504088877,0.9999944276252049
LINC02527,0.039481625,1.074629,0.9685064025170047,0.9999944276252049
LINC02499,0.039481435,1.1230239,0.968506555065865,0.9999944276252049
LINC00410,0.039481245,1.1085681,0.9685067076147266,0.9999944276252049
TCP10,0.039480094,0.9276113,0.9685076229079197,0.9999944276252049
POM121L2,0.03947914,0.9224407,0.9685083856522791,0.9999944276252049
AL109615.3,0.03946584,0.105752744,0.9685189878018573,0.9999944276252049
HKDC1,0.039354865,0.004284868,0.9686074663892369,0.9999944276252049
CEACAM4,0.03934807,0.2464968,0.9686128819015427,0.9999944276252049
UCHL1-AS1,0.039330274,0.23553807,0.9686270690251497,0.9999944276252049
AL354714.1,0.039295163,0.49929288,0.9686550619271925,0.9999944276252049
MYOM3,0.03924532,0.41252273,0.9686948012359253,0.9999944276252049
AC103952.1,0.039240535,1.7228465,0.9686986149932524,0.9999944276252049
AC108063.2,0.039239388,1.8470534,0.9686995302951174,0.9999944276252049
AL133215.1,0.03923652,1.3196114,0.9687018185499603,0.9999944276252049
AL137224.1,0.03923422,1.0655109,0.9687036491540202,0.9999944276252049
AC093610.1,0.039233074,1.0200577,0.968704564456112,0.9999944276252049
AC090371.1,0.039228864,0.23000546,0.9687079205641345,0.9999944276252049
AL360268.2,0.0392126,0.32120302,0.9687208873503372,0.9999944276252049
AC093843.2,0.03918141,0.2823895,0.9687457530928928,0.9999944276252049
AL137001.2,0.03914802,0.5123506,0.9687723732006551,0.9999944276252049
